accession	genbank_accession_rev	strain	date	region	country	division	location	host	date_submitted	sra_accession	abbr_authors	authors	institution	clade	outbreak	lineage	coverage	missing_data	divergence	nonACGTN	QC_missing_data	QC_mixed_sites	QC_rare_mutations	QC_frame_shifts	QC_stop_codons	frame_shifts	is_reverse_complement	num_date
OQ547879	OQ547879.1	hMpxV/USA/CACDPH1MPX1000171/2022	2022-06-10	North America	USA			Homo sapiens	2023-03-07		Probert et al.	Probert,W.,Espinosa,A.,Kath,C.,Haw,M.,O'Neil,R.,Bell,J.,Hacker,J.	CDPH, VRDL	IIb	hMPXV-1	B.1	0.9905176741426608	409	600	0	good	good	good	good	good		False	2022.4397260273972
OQ547880	OQ547880.1	hMpxV/USA/CACDPH1MPX1000172/2022	2023-01-12	North America	USA			Homo sapiens	2023-03-07		Probert et al.	Probert,W.,Espinosa,A.,Kath,C.,Haw,M.,O'Neil,R.,Bell,J.,Hacker,J.	CDPH, VRDL	IIb	hMPXV-1	B.1.2	0.9911464486914896	575	608	0	good	good	good	good	good		False	2023.031506849315
OQ547881	OQ547881.1	hMpxV/USA/CACDPH1MPX1000173/2022	2023-01-09	North America	USA			Homo sapiens	2023-03-07		Probert et al.	Probert,W.,Espinosa,A.,Kath,C.,Haw,M.,O'Neil,R.,Bell,J.,Hacker,J.	CDPH, VRDL	IIb	hMPXV-1	B.1	0.989615078419342	1339	604	0	good	good	good	good	good		False	2023.0232876712328
OQ547882	OQ547882.1	hMpxV/USA/CACDPH1MPX1000174/2022	2022-12-23	North America	USA			Homo sapiens	2023-03-07		Probert et al.	Probert,W.,Espinosa,A.,Kath,C.,Haw,M.,O'Neil,R.,Bell,J.,Hacker,J.	CDPH, VRDL	IIb	hMPXV-1	B.1	0.97928593522608	3373	593	1	good	good	good	good	good		False	2022.9767123287672
OQ547883	OQ547883.2	hMpxV/USA/CACDPH1MPX1000175/2022	2023-01-02	North America	USA			Homo sapiens	2023-03-07		Probert et al.	Probert,W.,Espinosa,A.,Kath,C.,Haw,M.,O'Neil,R.,Bell,J.,Hacker,J.	CDPH, VRDL	IIb	hMPXV-1	B.1.17	0.9868261590495364	1064	602	0	good	good	good	good	good		False	2023.004109589041
OQ547884	OQ547884.2	hMpxV/USA/CACDPH1MPX1000176/2022	2023-01-06	North America	USA			Homo sapiens	2023-03-07		Probert et al.	Probert,W.,Espinosa,A.,Kath,C.,Haw,M.,O'Neil,R.,Bell,J.,Hacker,J.	CDPH, VRDL	IIb	hMPXV-1	B.1.17	0.9891282852202484	895	604	0	good	good	good	good	good		False	2023.0150684931507
OQ547885	OQ547885.2	hMpxV/USA/CACDPH1MPX1000178/2022	2023-01-10	North America	USA			Homo sapiens	2023-03-07		Probert et al.	Probert,W.,Espinosa,A.,Kath,C.,Haw,M.,O'Neil,R.,Bell,J.,Hacker,J.	CDPH, VRDL	IIb	hMPXV-1	B.1.17	0.989853404256398	461	603	0	good	good	good	good	good		False	2023.0260273972603
OQ547887	OQ547887.1	hMpxV/USA/CACDPH1MPX1000160/2022	2022-06-24	North America	USA			Homo sapiens	2023-03-07		Probert et al.	Probert,W.,Espinosa,A.,Kath,C.,Haw,M.,O'Neil,R.,Bell,J.,Hacker,J.	CDPH, VRDL	IIb	hMPXV-1	B.1	0.9768266154181604	3030	593	0	good	good	good	good	good		False	2022.478082191781
OQ547894	OQ547894.1	hMpxV/USA/CACDPH1MPX1000169/2023	2023-01-09	North America	USA			Homo sapiens	2023-03-07		Probert et al.	Probert,W.,Espinosa,A.,Kath,C.,Haw,M.,O'Neil,R.,Bell,J.,Hacker,J.	CDPH, VRDL	IIb	hMPXV-1	B.1	0.9703157563802868	5170	584	0	good	good	good	good	good		False	2023.0232876712328
OQ547895	OQ547895.1	hMpxV/USA/CACDPH1MPX1000179/2022	2022-06-14	North America	USA			Homo sapiens	2023-03-07		Probert et al.	Probert,W.,Espinosa,A.,Kath,C.,Haw,M.,O'Neil,R.,Bell,J.,Hacker,J.	CDPH, VRDL	IIb	hMPXV-1	B.1	0.9871304047989696	998	600	0	good	good	good	good	good		False	2022.4506849315069
OQ547899	OQ547899.2	hMpxV/USA/CACDPH1MPX1000184/2023	2023-01-10	North America	USA			Homo sapiens	2023-03-07		Probert et al.	Probert,W.,Espinosa,A.,Kath,C.,Haw,M.,O'Neil,R.,Bell,J.,Hacker,J.	CDPH, VRDL	IIb	hMPXV-1	B.1.17	0.9542312977602442	7486	587	0	mediocre	good	good	good	good		False	2023.0260273972603
OQ547900	OQ547900.1	hMpxV/USA/CACDPH1MPX1000185/2022	2022-12-21	North America	USA			Homo sapiens	2023-03-07		Probert et al.	Probert,W.,Espinosa,A.,Kath,C.,Haw,M.,O'Neil,R.,Bell,J.,Hacker,J.	CDPH, VRDL	IIb	hMPXV-1	B.1.4	0.9862835874630468	1165	600	0	good	good	good	good	good		False	2022.9712328767123
OQ557940	OQ557940.1	MPXV_USA_2022_TX0048	2022-08-XX	North America	USA	Texas		Homo sapiens	2023-03-08	SRR23675535	Gigante et al.	Gigante,C.,Kubin,G.,Zhao,H.,Batra,D.,Hetrick,E.,Howard,D.,Kovar,L.,Seabolt,M.,Morrison,S.,Desch,M.,Knipe,K.,Weigand,M.,Cintron,R.,Sheth,M.,Burgin,A.,Burroughs,M.,Lee,J.,Wilkins,K.,McCollum,A.,Hutson,C.,Davidson,W.,Rao,A.,White,S.,Li,Y.	CDC, DHCPP-PRB	IIb	hMPXV-1	B.1.8	0.9997870279753966	41	613	1	good	good	good	good	good		False	[2022.5821917808219:2022.664383561644]
OQ557942	OQ557942.1	MPXV_USA_2022_CO0007	2022-11-XX	North America	USA	Colorado		Homo sapiens	2023-03-08	SRR23675410	Gigante et al.	Gigante,C.,Steidley,B.,Zhao,H.,Batra,D.,Hetrick,E.,Howard,D.,Kovar,L.,Seabolt,M.,Morrison,S.,Desch,M.,Knipe,K.,Weigand,M.,Cintron,R.,Sheth,M.,Burgin,A.,Burroughs,M.,Lee,J.,Wilkins,K.,McCollum,A.,Hutson,C.,Davidson,W.,Rao,A.,Davizon,E.,Li,Y.	CDC, DHCPP-PRB	IIb	hMPXV-1	B.1	0.9997920987378872	41	607	0	good	good	good	good	good		False	[2022.8342465753424:2022.9136986301369]
OQ557946	OQ557946.1	MPXV_USA_2022_NH0002	2022-09-XX	North America	USA	New Hampshire		Homo sapiens	2023-03-08	SRR23675487	Gigante et al.	Gigante,C.M.,Benton,C.,Zhao,H.,Batra,D.,Hetrick,E.E.,Howard,D.T.,Kovar,L.,Seabolt,M.H.,Morrison,S.S.,Desch,M.,Knipe,K.,Weigand,M.R.,Cintron,R.,Sheth,M.,Burgin,A.,Burroughs,M.,Lee,J.,Wilkins,K.,McCollum,A.,Hutson,C.,Davidson,W.,Rao,A.,Bonner,K.O.,Li,Y.	CDC, DHCPP-PRB	IIb	hMPXV-1	B.1	0.999781957212906	43	612	0	good	good	good	good	good		False	[2022.6671232876713:2022.7465753424658]
OQ557950	OQ557950.1	MPXV_USA_2022_TX0002	2022-10-XX	North America	USA	Texas		Homo sapiens	2023-03-08	SRR23675391	Gigante et al.	Gigante,C.,Kubin,G.,Zhao,H.,Batra,D.,Hetrick,E.,Howard,D.,Kovar,L.,Seabolt,M.,Morrison,S.,Desch,M.,Knipe,K.,Weigand,M.,Cintron,R.,Sheth,M.,Burgin,A.,Burroughs,M.,Lee,J.,Wilkins,K.,McCollum,A.,Hutson,C.,Davidson,W.,Rao,A.,White,S.,Li,Y.	CDC, DHCPP-PRB	IIb	hMPXV-1	B.1.2	0.9995537729008312	88	607	0	good	good	good	good	good		False	[2022.7493150684932:2022.831506849315]
OQ570421	OQ570421.1	INMI-22872022	2022-08-22	Europe	Italy			Homo sapiens	2023-05-25		Rueca et al.	Rueca,M.,Tucci,F.G.,Mazzotta,V.,Gramigna,G.,Gruber,C.E.M.,Fabeni,L.,Giombini,E.,Matusali,G.,Pinnetti,C.,Mariano,A.,Butera,O.,Specchiarello,E.,Mondi,A.,Lanini,S.,Carletti,F.,Girardi,E.,Vaia,F.,Nicastri,E.,Antinori,A.,Maggi,F.	"National Institute for Infectious Diseases ""L. Spallanzani"""" - IRCCS, Laboratory of Virology"""	IIb	hMPXV-1	B.1	0.989615078419342	526	599	0	good	good	good	good	good		False	2022.6397260273973
OQ581853	OQ581853.1	MPXV/human/Taiwan/110-093831/2023	2023-02-XX	Asia	Taiwan			Homo sapiens	2023-03-13		Lin et al.	Lin,J.-H.,Chiu,S.-C.,Huang,H.-I.,Huang,W.-L.,Li,T.-Y.,Fann,W.-B.,Hsieh,P.-Y.,Yang,J.-Y.	Centers for Disease Control, Taiwan, Center of Diagnostics and Vaccine Development	IIb	hMPXV-1	C.1	1.0	0	611	0	good	good	good	good	good		False	[2023.0863013698631:2023.1602739726027]
OQ581854	OQ581854.1	MPXV/human/Taiwan/109-005210/2023	2023-02-XX	Asia	Taiwan			Homo sapiens	2023-03-13		Lin et al.	Lin,J.-H.,Chiu,S.-C.,Huang,H.-I.,Huang,W.-L.,Li,T.-Y.,Fann,W.-B.,Hsieh,P.-Y.,Yang,J.-Y.	Centers for Disease Control, Taiwan, Center of Diagnostics and Vaccine Development	IIb	hMPXV-1	B.1.3	1.0	0	609	0	good	good	good	good	good		False	[2023.0863013698631:2023.1602739726027]
OQ581855	OQ581855.1	MPXV/human/Taiwan/0310000009/2023	2023-03-XX	Asia	Taiwan			Homo sapiens	2023-03-13		Lin et al.	Lin,J.-H.,Chiu,S.-C.,Huang,H.-I.,Huang,W.-L.,Li,T.-Y.,Fann,W.-B.,Hsieh,P.-Y.,Yang,J.-Y.	Centers for Disease Control, Taiwan, Center of Diagnostics and Vaccine Development	IIb	hMPXV-1	C.1	1.0	0	613	0	good	good	good	good	good		False	[2023.16301369863:2023.2452054794521]
OQ603468	OQ603468.1	hMpxV/USA/CA-CDPH-1MPX1000199/2023	2022-06-30	North America	USA			Homo sapiens	2023-03-15		Haw et al.	Haw,M.,Kath,C.,Espinosa,A.,O'Neil,R.,Hacker,J.	CDPH, VRDL	IIb	hMPXV-1	B.1	0.9898584750188886	1148	599	1	good	good	good	good	good		False	2022.4945205479453
OQ603469	OQ603469.1	hMpxV/USA/CA-CDPH-1MPX1000200/2023	2022-06-29	North America	USA			Homo sapiens	2023-03-15		Haw et al.	Haw,M.,Kath,C.,Espinosa,A.,O'Neil,R.,Hacker,J.	CDPH, VRDL	IIb	hMPXV-1	B.1	0.9887986856583624	700	599	0	good	good	good	good	good		False	2022.4917808219177
OQ603471	OQ603471.1	hMpxV/USA/CA-CDPH-1MPX1000202/2023	2022-07-05	North America	USA			Homo sapiens	2023-03-15		Haw et al.	Haw,M.,Kath,C.,Espinosa,A.,O'Neil,R.,Hacker,J.	CDPH, VRDL	IIb	hMPXV-1	B.1.8	0.989533946219493	1112	610	0	good	good	good	good	good		False	2022.5082191780823
OQ603481	OQ603481.1	hMpxV/USA/CA-CDPH-1MPX1000212/2023	2023-01-31	North America	USA			Homo sapiens	2023-03-15		Haw et al.	Haw,M.,Kath,C.,Espinosa,A.,O'Neil,R.,Hacker,J.	CDPH, VRDL	IIb	hMPXV-1	B.1	0.9884133077090802	1560	611	0	good	good	good	good	mediocre		False	2023.0835616438355
OQ603482	OQ603482.1	hMpxV/USA/CA-CDPH-1MPX1000213/2023	2023-01-31	North America	USA			Homo sapiens	2023-03-15		Haw et al.	Haw,M.,Kath,C.,Espinosa,A.,O'Neil,R.,Hacker,J.	CDPH, VRDL	IIb	hMPXV-1	B.1	0.988621208971193	1376	612	0	good	good	good	good	mediocre		False	2023.0835616438355
OQ603483	OQ603483.1	hMpxV/USA/CA-CDPH-1MPX1000214/2023	2023-01-31	North America	USA			Homo sapiens	2023-03-15		Haw et al.	Haw,M.,Kath,C.,Espinosa,A.,O'Neil,R.,Hacker,J.	CDPH, VRDL	IIb	hMPXV-1	B.1	0.9744078617101654	3508	594	1	good	good	good	good	mediocre		False	2023.0835616438355
OQ626773	OQ626773.1	MPXV22/human/USA-NE-375	2022-12-28	North America	USA	Nebraska		Homo sapiens	2023-03-21		Tegomoh et al.	Tegomoh,B.,Cross,S.T.,Chapman,R.C.,Bernhard,K.,McCutchen,E.L.,Fauver,J.R.,Pratt,C.B.,Warden,D.E.,Iwen,P.C.,Donahue,M.,Wiley,M.R.	University of Nebraska Medical Center, Environmental, Agricultural, and Occupational Health	IIb	hMPXV-1	B.1.20	1.0	0	616	0	good	good	good	good	good		False	2022.990410958904
OQ627926	OQ627926.1	INMI-22932022	2022-05-19	Europe	Italy			Homo sapiens	2023-05-25		Rueca et al.	Rueca,M.,Tucci,F.G.,Mazzotta,V.,Gramigna,G.,Gruber,C.E.M.,Fabeni,L.,Giombini,E.,Matusali,G.,Pinnetti,C.,Mariano,A.,Butera,O.,Specchiarello,E.,Mondi,A.,Lanini,S.,Carletti,F.,Girardi,E.,Vaia,F.,Nicastri,E.,Antinori,A.,Maggi,F.	"National Institute for Infectious Diseases ""L. Spallanzani"""" - IRCCS, Laboratory of Virology"""	IIb	hMPXV-1	B.1	0.9910501042041692	243	598	0	good	good	good	good	good		False	2022.3794520547945
OQ644775	OQ644775.1	MPXV/Human/USA/CA-LACPHL-MA00469/2022	2022-11-18	North America	USA			Homo sapiens	2023-03-22		Hemarajata et al.	Hemarajata,P.,Green,N.M.,Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1.4	0.9865067010126312	1425	601	6	good	good	good	good	good		False	2022.8808219178081
OQ644776	OQ644776.1	MPXV/Human/USA/CA-LACPHL-MA00470/2023	2023-02-13	North America	USA			Homo sapiens	2023-03-22		Hemarajata et al.	Hemarajata,P.,Green,N.M.,Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1	0.9869225035368568	1443	598	4	good	good	good	good	good		False	2023.1191780821919
OQ644777	OQ644777.1	MPXV/Human/USA/CA-LACPHL-MA00471/2023	2023-02-13	North America	USA			Homo sapiens	2023-03-22		Hemarajata et al.	Hemarajata,P.,Green,N.M.,Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1	0.9914659067283949	986	606	0	good	good	good	good	good		False	2023.1191780821919
OQ644778	OQ644778.1	MPXV/Human/USA/CA-LACPHL-MA00472/2022	2022-11-10	North America	USA			Homo sapiens	2023-03-22		Hemarajata et al.	Hemarajata,P.,Green,N.M.,Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1.2	0.9827340537196578	2708	596	0	good	good	good	good	good		False	2022.858904109589
OQ644779	OQ644779.1	MPXV/Human/USA/CA-LACPHL-MA00473/2022	2022-11-10	North America	USA			Homo sapiens	2023-03-22		Hemarajata et al.	Hemarajata,P.,Green,N.M.,Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1.2	0.9946959824348788	354	607	0	good	good	good	good	good		False	2022.858904109589
OQ644780	OQ644780.1	MPXV/Human/USA/CA-LACPHL-MA00474/2022	2022-11-18	North America	USA			Homo sapiens	2023-03-22		Hemarajata et al.	Hemarajata,P.,Green,N.M.,Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1	0.9944424443103508	406	607	0	good	good	good	good	good		False	2022.8808219178081
OQ644781	OQ644781.1	MPXV/Human/USA/CA-LACPHL-MA00475/2022	2022-11-22	North America	USA			Homo sapiens	2023-03-22		Hemarajata et al.	Hemarajata,P.,Green,N.M.,Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1	0.9920135490773748	883	612	0	good	good	good	good	good		False	2022.8917808219178
OQ644782	OQ644782.1	MPXV/Human/USA/CA-LACPHL-MA00476/2023	2023-01-10	North America	USA			Homo sapiens	2023-03-22		Hemarajata et al.	Hemarajata,P.,Green,N.M.,Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1	0.9764919450937838	2852	585	3	good	good	good	good	good		False	2023.0260273972603
OQ644783	OQ644783.1	MPXV/Human/USA/CA-LACPHL-MA00477/2023	2023-01-17	North America	USA			Homo sapiens	2023-03-22		Hemarajata et al.	Hemarajata,P.,Green,N.M.,Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1.20	0.9908168491296035	827	604	2	good	good	good	good	good		False	2023.045205479452
OQ644784	OQ644784.2	MPXV/Human/USA/CA-LACPHL-MA00478/2023	2023-01-08	North America	USA			Homo sapiens	2023-03-22		Hemarajata et al.	Hemarajata,P.,Green,N.M.,Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1.17	0.9766542094934816	1595	596	9	good	good	good	good	good		False	2023.0205479452054
OQ644785	OQ644785.1	MPXV/Human/USA/CA-LACPHL-MA00479/2022	2022-12-01	North America	USA			Homo sapiens	2023-03-22		Hemarajata et al.	Hemarajata,P.,Green,N.M.,Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1.6	0.9853201425898412	2154	607	0	good	good	good	good	good	OPG178:158-205	False	2022.9164383561645
OQ644786	OQ644786.1	MPXV/Human/USA/CA-LACPHL-MA00480/2022	2022-12-14	North America	USA			Homo sapiens	2023-03-22		Hemarajata et al.	Hemarajata,P.,Green,N.M.,Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1.6	0.7710398612639383	41464	462	0	bad	good	good	good	good		False	2022.9520547945206
OQ644787	OQ644787.1	MPXV/Human/USA/CA-LACPHL-MA00481/2023	2023-01-18	North America	USA			Homo sapiens	2023-03-22		Hemarajata et al.	Hemarajata,P.,Green,N.M.,Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health	IIb	hMPXV-1	B.1	0.9816793351216222	538	592	0	good	good	good	good	good		False	2023.0479452054794
OQ672570	OQ672570.1	02112022_anal	2022-11-02	Europe	Belgium			Homo sapiens	2023-03-27		Mertes et al.	Mertes,H.,Rezende,A.M.,Naesens,R.,de Block,T.,Michiels,J.,Coppens,J.,Van Dijck,C.,Bomans,P.,Arien,K.,Bottieau,E.,Van Esbroeck,M.,Liesenborghs,L.,Vercauteren,K.	Institute of Tropica Medicine, Department of Clinical Sciences	IIb	hMPXV-1	B.1	0.9691190564325156	6036	582	0	good	good	good	mediocre	good	OPG068:494-568,OPG081:61-80	False	2022.83698630137
OQ672571	OQ672571.1	19012023_anal	2023-01-19	Europe	Belgium			Homo sapiens	2023-03-27		Mertes et al.	Mertes,H.,Rezende,A.M.,Naesens,R.,de Block,T.,Michiels,J.,Coppens,J.,Van Dijck,C.,Bomans,P.,Arien,K.,Bottieau,E.,Van Esbroeck,M.,Liesenborghs,L.,Vercauteren,K.	Institute of Tropica Medicine, Department of Clinical Sciences	IIb	hMPXV-1	B.1	0.9668524255992372	6418	575	0	good	good	good	good	good	OPG197:20-101	False	2023.0506849315068
OQ672572	OQ672572.1	26012023_anal	2023-01-26	Europe	Belgium			Homo sapiens	2023-03-27		Mertes et al.	Mertes,H.,Rezende,A.M.,Naesens,R.,de Block,T.,Michiels,J.,Coppens,J.,Van Dijck,C.,Bomans,P.,Arien,K.,Bottieau,E.,Van Esbroeck,M.,Liesenborghs,L.,Vercauteren,K.	Institute of Tropica Medicine, Department of Clinical Sciences	IIb	hMPXV-1	B.1	0.9695906373441374	5125	580	0	good	good	good	good	good	OPG002:44-350	False	2023.0698630136985
OQ672573	OQ672573.1	26012023_neck	2023-01-26	Europe	Belgium			Homo sapiens	2023-03-27		Mertes et al.	Mertes,H.,Rezende,A.M.,Naesens,R.,de Block,T.,Michiels,J.,Coppens,J.,Van Dijck,C.,Bomans,P.,Arien,K.,Bottieau,E.,Van Esbroeck,M.,Liesenborghs,L.,Vercauteren,K.	Institute of Tropica Medicine, Department of Clinical Sciences	IIb	hMPXV-1	B.1	0.9628211694192456	6460	576	0	good	good	good	bad	good	OPG068:31-39,OPG068:57-61,OPG068:141-187,OPG068:227-236,OPG068:280-319,OPG068:405-568,OPG081:11-80,OPG082:31-35,OPG082:43-46,OPG082:67-154,OPG082:164-169,OPG082:175-211,OPG082:271-275,OPG082:286-292,OPG082:308-338,OPG082:351-383	False	2023.0698630136985
OQ672574	OQ672574.1	02022023_anal	2023-02-02	Europe	Belgium			Homo sapiens	2023-03-27		Mertes et al.	Mertes,H.,Rezende,A.M.,Naesens,R.,de Block,T.,Michiels,J.,Coppens,J.,Van Dijck,C.,Bomans,P.,Arien,K.,Bottieau,E.,Van Esbroeck,M.,Liesenborghs,L.,Vercauteren,K.	Institute of Tropica Medicine, Department of Clinical Sciences	IIb	hMPXV-1	B.1	0.9650928710150144	5976	581	0	good	good	good	good	good		False	2023.0890410958905
OQ672575	OQ672575.1	02022023_gluteal	2023-02-02	Europe	Belgium			Homo sapiens	2023-03-27		Mertes et al.	Mertes,H.,Rezende,A.M.,Naesens,R.,de Block,T.,Michiels,J.,Coppens,J.,Van Dijck,C.,Bomans,P.,Arien,K.,Bottieau,E.,Van Esbroeck,M.,Liesenborghs,L.,Vercauteren,K.	Institute of Tropica Medicine, Department of Clinical Sciences	IIb	hMPXV-1	B.1	0.9688908721204408	5263	585	0	good	good	good	mediocre	good	OPG167:71-278,OPG200:117-150	False	2023.0890410958905
OQ672576	OQ672576.1	08022023_anal	2023-02-08	Europe	Belgium			Homo sapiens	2023-03-27		Mertes et al.	Mertes,H.,Rezende,A.M.,Naesens,R.,de Block,T.,Michiels,J.,Coppens,J.,Van Dijck,C.,Bomans,P.,Arien,K.,Bottieau,E.,Van Esbroeck,M.,Liesenborghs,L.,Vercauteren,K.	Institute of Tropica Medicine, Department of Clinical Sciences	IIb	hMPXV-1	B.1	0.8547125131205979	27729	513	0	bad	good	good	good	good		False	2023.1054794520549
OQ672577	OQ672577.1	13022023_anal	2023-02-13	Europe	Belgium			Homo sapiens	2023-03-27		Mertes et al.	Mertes,H.,Rezende,A.M.,Naesens,R.,de Block,T.,Michiels,J.,Coppens,J.,Van Dijck,C.,Bomans,P.,Arien,K.,Bottieau,E.,Van Esbroeck,M.,Liesenborghs,L.,Vercauteren,K.	Institute of Tropica Medicine, Department of Clinical Sciences	IIb	hMPXV-1	B.1	0.9426040393694	10422	567	0	mediocre	good	good	mediocre	good	OPG002:49-350,OPG082:278-329,OPG082:354-356,OPG082:374-383	False	2023.1191780821919
OQ672578	OQ672578.1	23022023_anal	2023-02-23	Europe	Belgium			Homo sapiens	2023-03-27		Mertes et al.	Mertes,H.,Rezende,A.M.,Naesens,R.,de Block,T.,Michiels,J.,Coppens,J.,Van Dijck,C.,Bomans,P.,Arien,K.,Bottieau,E.,Van Esbroeck,M.,Liesenborghs,L.,Vercauteren,K.	Institute of Tropica Medicine, Department of Clinical Sciences	IIb	hMPXV-1	B.1	0.9664163400250496	5751	570	0	good	good	good	mediocre	good	OPG002:48-350,OPG080:87-772	False	2023.1465753424657
OQ672579	OQ672579.1	28022023_anal	2023-02-28	Europe	Belgium			Homo sapiens	2023-03-27		Mertes et al.	Mertes,H.,Rezende,A.M.,Naesens,R.,de Block,T.,Michiels,J.,Coppens,J.,Van Dijck,C.,Bomans,P.,Arien,K.,Bottieau,E.,Van Esbroeck,M.,Liesenborghs,L.,Vercauteren,K.	Institute of Tropica Medicine, Department of Clinical Sciences	IIb	hMPXV-1	B.1	0.9555649082952604	8648	572	0	mediocre	good	good	bad	good	OPG002:48-350,OPG080:79-772,OPG089:322-335,OPG089:367-416,OPG091:90-162,OPG092:348-364,OPG109:26-94,OPG109:102-796,OPG110:24-211	False	2023.1602739726027
OQ672580	OQ672580.1	MPXV/human/Taiwan/110-093354/2023	2023-03-XX	Asia	Taiwan			Homo sapiens	2023-03-27		Lin et al.	Lin,J.-H.,Chiu,S.-C.,Huang,H.-I.,Huang,W.-L.,Li,T.-Y.,Fann,W.-B.,Hsieh,P.-Y.,Yang,J.-Y.	Centers for Disease Control, Taiwan, Center of Diagnostics and Vaccine Development	IIb	hMPXV-1	B.1	1.0	0	613	0	good	good	good	good	good		False	[2023.16301369863:2023.2452054794521]
OQ696076	OQ696076.1	ANT-LDSP-ANT-MPX-29391C	2022-10-21	South America	Colombia	Antioquia		Homo sapiens	2023-04-02		Betancur et al.	Betancur,I.I.B.,Velarde Hoyos,C.A.C.V.,Gomez,R.R.G.,Mercado-Reyes,M.M.R.	Laboratorio Departamental de Salud Publica de Antioquia, Antioquia	IIb	hMPXV-1	B.1.10	0.966127306563088	6556	582	0	good	good	good	good	good		False	2022.804109589041
OQ696077	OQ696077.1	ANT-LDSP-ANT-MPX-29396O	2022-10-27	South America	Colombia	Antioquia		Homo sapiens	2023-04-02		Betancur et al.	Betancur,I.I.B.,Velarde Hoyos,C.A.C.V.,Gomez,R.R.G.,Mercado-Reyes,M.M.R.	Laboratorio Departamental de Salud Publica de Antioquia, Antioquia	IIb	hMPXV-1	B.1.6	0.9070123574481896	18214	536	0	mediocre	good	good	good	good		False	2022.8205479452056
