strain	genbank_accession	genbank_accession_rev	date	region	country	division	location	length	host	release_date	update_date	abbr_authors	authors	institution	serotype_genbank	genotype_nextclade	alignmentStart	alignmentEnd	genome_coverage	failedCdses	E_coverage	C_coverage	M_coverage	pr_coverage	NS1_coverage	NS2A_coverage	NS2B_coverage	NS3_coverage	NS4A_coverage	2K_coverage	NS4B_coverage	NS5_coverage	num_date
03510/99	MW946332	MW946332.1	1999-XX-XX	Asia	Thailand			10175	Homo sapiens	2021-04-23	2021-04-23	Katzelnick et al.	Katzelnick,L.,Escoto,A.,Huang,A.,Garcia-Carreras,B.,Chowdhury,N.,Berry,I.,Chavez,C.,Rutvisuttinunt,W.,Buchy,P.,Duong,V.,Dussart,P.,Gromowski,G.,Macareo,L.,Smith,D.,Jarman,R.,Whitehead,S.,Salje,H.,Cummings,D.,Lessler,J.,Melendrez,M.,Endy,T.,Kalanarooj,S.,A-Nuegoonpipat,A.,Chanama,S.,Sangkijporn,S.,Klungthong,C.,Thaisomboonsuk,B.,Nisalak,A.,Gibbons,R.,Iamsirithaworn,S.,Yoon,I.-K.,Sangarsang,A.	Walter Reed Army Institute of Research, Viral Genetics and Emerging Diseases	denv2	DENV2/AI	97.0	10271.0	0.9488016413317168		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.992	1.0	1.0	1.0	[1999.0013698630137:1999.9986301369863]
01376/98	MW946333	MW946333.1	1998-XX-XX	Asia	Thailand			10175	Homo sapiens	2021-04-23	2021-04-23	Katzelnick et al.	Katzelnick,L.,Escoto,A.,Huang,A.,Garcia-Carreras,B.,Chowdhury,N.,Berry,I.,Chavez,C.,Rutvisuttinunt,W.,Buchy,P.,Duong,V.,Dussart,P.,Gromowski,G.,Macareo,L.,Smith,D.,Jarman,R.,Whitehead,S.,Salje,H.,Cummings,D.,Lessler,J.,Melendrez,M.,Endy,T.,Kalanarooj,S.,A-Nuegoonpipat,A.,Chanama,S.,Sangkijporn,S.,Klungthong,C.,Thaisomboonsuk,B.,Nisalak,A.,Gibbons,R.,Iamsirithaworn,S.,Yoon,I.-K.,Sangarsang,A.	Walter Reed Army Institute of Research, Viral Genetics and Emerging Diseases	denv2	DENV2/AI	97.0	10271.0	0.9488016413317168		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[1998.0013698630137:1998.9986301369863]
01318/02	MW946335	MW946335.1	2002-XX-XX	Asia	Thailand			10175	Homo sapiens	2021-04-23	2021-04-23	Katzelnick et al.	Katzelnick,L.,Escoto,A.,Huang,A.,Garcia-Carreras,B.,Chowdhury,N.,Berry,I.,Chavez,C.,Rutvisuttinunt,W.,Buchy,P.,Duong,V.,Dussart,P.,Gromowski,G.,Macareo,L.,Smith,D.,Jarman,R.,Whitehead,S.,Salje,H.,Cummings,D.,Lessler,J.,Melendrez,M.,Endy,T.,Kalanarooj,S.,A-Nuegoonpipat,A.,Chanama,S.,Sangkijporn,S.,Klungthong,C.,Thaisomboonsuk,B.,Nisalak,A.,Gibbons,R.,Iamsirithaworn,S.,Yoon,I.-K.,Sangarsang,A.	Walter Reed Army Institute of Research, Viral Genetics and Emerging Diseases	denv2	DENV2/AI	97.0	10271.0	0.94889489881563		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[2002.0013698630137:2002.9986301369863]
03657/99	MW946337	MW946337.1	1999-XX-XX	Asia	Thailand			10175	Homo sapiens	2021-04-23	2021-04-23	Katzelnick et al.	Katzelnick,L.,Escoto,A.,Huang,A.,Garcia-Carreras,B.,Chowdhury,N.,Berry,I.,Chavez,C.,Rutvisuttinunt,W.,Buchy,P.,Duong,V.,Dussart,P.,Gromowski,G.,Macareo,L.,Smith,D.,Jarman,R.,Whitehead,S.,Salje,H.,Cummings,D.,Lessler,J.,Melendrez,M.,Endy,T.,Kalanarooj,S.,A-Nuegoonpipat,A.,Chanama,S.,Sangkijporn,S.,Klungthong,C.,Thaisomboonsuk,B.,Nisalak,A.,Gibbons,R.,Iamsirithaworn,S.,Yoon,I.-K.,Sangarsang,A.	Walter Reed Army Institute of Research, Viral Genetics and Emerging Diseases	denv2	DENV2/AI	97.0	10271.0	0.94889489881563		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[1999.0013698630137:1999.9986301369863]
02118/96	MW946338	MW946338.1	1996-XX-XX	Asia	Thailand			10175	Homo sapiens	2021-04-23	2021-04-23	Katzelnick et al.	Katzelnick,L.,Escoto,A.,Huang,A.,Garcia-Carreras,B.,Chowdhury,N.,Berry,I.,Chavez,C.,Rutvisuttinunt,W.,Buchy,P.,Duong,V.,Dussart,P.,Gromowski,G.,Macareo,L.,Smith,D.,Jarman,R.,Whitehead,S.,Salje,H.,Cummings,D.,Lessler,J.,Melendrez,M.,Endy,T.,Kalanarooj,S.,A-Nuegoonpipat,A.,Chanama,S.,Sangkijporn,S.,Klungthong,C.,Thaisomboonsuk,B.,Nisalak,A.,Gibbons,R.,Iamsirithaworn,S.,Yoon,I.-K.,Sangarsang,A.	Walter Reed Army Institute of Research, Viral Genetics and Emerging Diseases	denv2	DENV2/AI	97.0	10271.0	0.94889489881563		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[1996.0013661202186:1996.9986338797814]
00380/00	MW946341	MW946341.1	2000-XX-XX	Asia	Thailand			10175	Homo sapiens	2021-04-23	2021-04-23	Katzelnick et al.	Katzelnick,L.,Escoto,A.,Huang,A.,Garcia-Carreras,B.,Chowdhury,N.,Berry,I.,Chavez,C.,Rutvisuttinunt,W.,Buchy,P.,Duong,V.,Dussart,P.,Gromowski,G.,Macareo,L.,Smith,D.,Jarman,R.,Whitehead,S.,Salje,H.,Cummings,D.,Lessler,J.,Melendrez,M.,Endy,T.,Kalanarooj,S.,A-Nuegoonpipat,A.,Chanama,S.,Sangkijporn,S.,Klungthong,C.,Thaisomboonsuk,B.,Nisalak,A.,Gibbons,R.,Iamsirithaworn,S.,Yoon,I.-K.,Sangarsang,A.	Walter Reed Army Institute of Research, Viral Genetics and Emerging Diseases	denv2	DENV2/AI	97.0	10271.0	0.9488016413317168		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[2000.0013661202186:2000.9986338797814]
00298/95	MW946343	MW946343.1	1995-XX-XX	Asia	Thailand			10175	Homo sapiens	2021-04-23	2021-04-23	Katzelnick et al.	Katzelnick,L.,Escoto,A.,Huang,A.,Garcia-Carreras,B.,Chowdhury,N.,Berry,I.,Chavez,C.,Rutvisuttinunt,W.,Buchy,P.,Duong,V.,Dussart,P.,Gromowski,G.,Macareo,L.,Smith,D.,Jarman,R.,Whitehead,S.,Salje,H.,Cummings,D.,Lessler,J.,Melendrez,M.,Endy,T.,Kalanarooj,S.,A-Nuegoonpipat,A.,Chanama,S.,Sangkijporn,S.,Klungthong,C.,Thaisomboonsuk,B.,Nisalak,A.,Gibbons,R.,Iamsirithaworn,S.,Yoon,I.-K.,Sangarsang,A.	Walter Reed Army Institute of Research, Viral Genetics and Emerging Diseases	denv2	DENV2/AI	97.0	10271.0	0.9488016413317168		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[1995.0013698630137:1995.9986301369863]
04952/97	MW946344	MW946344.1	1997-XX-XX	Asia	Thailand			10175	Homo sapiens	2021-04-23	2021-04-23	Katzelnick et al.	Katzelnick,L.,Escoto,A.,Huang,A.,Garcia-Carreras,B.,Chowdhury,N.,Berry,I.,Chavez,C.,Rutvisuttinunt,W.,Buchy,P.,Duong,V.,Dussart,P.,Gromowski,G.,Macareo,L.,Smith,D.,Jarman,R.,Whitehead,S.,Salje,H.,Cummings,D.,Lessler,J.,Melendrez,M.,Endy,T.,Kalanarooj,S.,A-Nuegoonpipat,A.,Chanama,S.,Sangkijporn,S.,Klungthong,C.,Thaisomboonsuk,B.,Nisalak,A.,Gibbons,R.,Iamsirithaworn,S.,Yoon,I.-K.,Sangarsang,A.	Walter Reed Army Institute of Research, Viral Genetics and Emerging Diseases	denv2	DENV2/AI	97.0	10271.0	0.94889489881563		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[1997.0013698630137:1997.9986301369863]
DKD-811	MW946345	MW946345.1	2008-XX-XX	Asia	Malaysia			10176	Homo sapiens	2021-04-23	2021-04-23	Katzelnick et al.	Katzelnick,L.,Escoto,A.,Huang,A.,Garcia-Carreras,B.,Chowdhury,N.,Berry,I.,Chavez,C.,Rutvisuttinunt,W.,Buchy,P.,Duong,V.,Dussart,P.,Gromowski,G.,Macareo,L.,Smith,D.,Jarman,R.,Whitehead,S.,Salje,H.,Cummings,D.,Lessler,J.,Melendrez,M.,Endy,T.,Kalanarooj,S.,A-Nuegoonpipat,A.,Chanama,S.,Sangkijporn,S.,Klungthong,C.,Thaisomboonsuk,B.,Nisalak,A.,Gibbons,R.,Iamsirithaworn,S.,Yoon,I.-K.,Sangarsang,A.	Walter Reed Army Institute of Research, Viral Genetics and Emerging Diseases	denv2	DENV2/S	97.0	10272.0	0.948988156299543		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[2008.0013661202186:2008.9986338797814]
01430/94	MW946346	MW946346.1	1994-XX-XX	Asia	Thailand			10175	Homo sapiens	2021-04-23	2021-04-23	Katzelnick et al.	Katzelnick,L.,Escoto,A.,Huang,A.,Garcia-Carreras,B.,Chowdhury,N.,Berry,I.,Chavez,C.,Rutvisuttinunt,W.,Buchy,P.,Duong,V.,Dussart,P.,Gromowski,G.,Macareo,L.,Smith,D.,Jarman,R.,Whitehead,S.,Salje,H.,Cummings,D.,Lessler,J.,Melendrez,M.,Endy,T.,Kalanarooj,S.,A-Nuegoonpipat,A.,Chanama,S.,Sangkijporn,S.,Klungthong,C.,Thaisomboonsuk,B.,Nisalak,A.,Gibbons,R.,Iamsirithaworn,S.,Yoon,I.-K.,Sangarsang,A.	Walter Reed Army Institute of Research, Viral Genetics and Emerging Diseases	denv2	DENV2/AI	97.0	10271.0	0.9484286113960644		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.996	1.0	[1994.0013698630137:1994.9986301369863]
00070/03	MW946347	MW946347.1	2003-XX-XX	Asia	Thailand			10175	Homo sapiens	2021-04-23	2021-04-23	Katzelnick et al.	Katzelnick,L.,Escoto,A.,Huang,A.,Garcia-Carreras,B.,Chowdhury,N.,Berry,I.,Chavez,C.,Rutvisuttinunt,W.,Buchy,P.,Duong,V.,Dussart,P.,Gromowski,G.,Macareo,L.,Smith,D.,Jarman,R.,Whitehead,S.,Salje,H.,Cummings,D.,Lessler,J.,Melendrez,M.,Endy,T.,Kalanarooj,S.,A-Nuegoonpipat,A.,Chanama,S.,Sangkijporn,S.,Klungthong,C.,Thaisomboonsuk,B.,Nisalak,A.,Gibbons,R.,Iamsirithaworn,S.,Yoon,I.-K.,Sangarsang,A.	Walter Reed Army Institute of Research, Viral Genetics and Emerging Diseases	denv2	DENV2/AI	97.0	10271.0	0.94889489881563		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[2003.0013698630137:2003.9986301369863]
04539/99	MW946348	MW946348.1	1999-XX-XX	Asia	Thailand			10175	Homo sapiens	2021-04-23	2021-04-23	Katzelnick et al.	Katzelnick,L.,Escoto,A.,Huang,A.,Garcia-Carreras,B.,Chowdhury,N.,Berry,I.,Chavez,C.,Rutvisuttinunt,W.,Buchy,P.,Duong,V.,Dussart,P.,Gromowski,G.,Macareo,L.,Smith,D.,Jarman,R.,Whitehead,S.,Salje,H.,Cummings,D.,Lessler,J.,Melendrez,M.,Endy,T.,Kalanarooj,S.,A-Nuegoonpipat,A.,Chanama,S.,Sangkijporn,S.,Klungthong,C.,Thaisomboonsuk,B.,Nisalak,A.,Gibbons,R.,Iamsirithaworn,S.,Yoon,I.-K.,Sangarsang,A.	Walter Reed Army Institute of Research, Viral Genetics and Emerging Diseases	denv2	DENV2/AI	97.0	10271.0	0.94889489881563		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[1999.0013698630137:1999.9986301369863]
02148/03	MW946349	MW946349.1	2003-XX-XX	Asia	Thailand			10175	Homo sapiens	2021-04-23	2021-04-23	Katzelnick et al.	Katzelnick,L.,Escoto,A.,Huang,A.,Garcia-Carreras,B.,Chowdhury,N.,Berry,I.,Chavez,C.,Rutvisuttinunt,W.,Buchy,P.,Duong,V.,Dussart,P.,Gromowski,G.,Macareo,L.,Smith,D.,Jarman,R.,Whitehead,S.,Salje,H.,Cummings,D.,Lessler,J.,Melendrez,M.,Endy,T.,Kalanarooj,S.,A-Nuegoonpipat,A.,Chanama,S.,Sangkijporn,S.,Klungthong,C.,Thaisomboonsuk,B.,Nisalak,A.,Gibbons,R.,Iamsirithaworn,S.,Yoon,I.-K.,Sangarsang,A.	Walter Reed Army Institute of Research, Viral Genetics and Emerging Diseases	denv2	DENV2/AI	97.0	10271.0	0.94889489881563		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[2003.0013698630137:2003.9986301369863]
07537/97	MW946350	MW946350.1	1997-XX-XX	Asia	Thailand			10175	Homo sapiens	2021-04-23	2021-04-23	Katzelnick et al.	Katzelnick,L.,Escoto,A.,Huang,A.,Garcia-Carreras,B.,Chowdhury,N.,Berry,I.,Chavez,C.,Rutvisuttinunt,W.,Buchy,P.,Duong,V.,Dussart,P.,Gromowski,G.,Macareo,L.,Smith,D.,Jarman,R.,Whitehead,S.,Salje,H.,Cummings,D.,Lessler,J.,Melendrez,M.,Endy,T.,Kalanarooj,S.,A-Nuegoonpipat,A.,Chanama,S.,Sangkijporn,S.,Klungthong,C.,Thaisomboonsuk,B.,Nisalak,A.,Gibbons,R.,Iamsirithaworn,S.,Yoon,I.-K.,Sangarsang,A.	Walter Reed Army Institute of Research, Viral Genetics and Emerging Diseases	denv2	DENV2/AI	97.0	10271.0	0.94889489881563		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[1997.0013698630137:1997.9986301369863]
00630/04	MW946353	MW946353.1	2004-XX-XX	Asia	Thailand			10175	Homo sapiens	2021-04-23	2021-04-23	Katzelnick et al.	Katzelnick,L.,Escoto,A.,Huang,A.,Garcia-Carreras,B.,Chowdhury,N.,Berry,I.,Chavez,C.,Rutvisuttinunt,W.,Buchy,P.,Duong,V.,Dussart,P.,Gromowski,G.,Macareo,L.,Smith,D.,Jarman,R.,Whitehead,S.,Salje,H.,Cummings,D.,Lessler,J.,Melendrez,M.,Endy,T.,Kalanarooj,S.,A-Nuegoonpipat,A.,Chanama,S.,Sangkijporn,S.,Klungthong,C.,Thaisomboonsuk,B.,Nisalak,A.,Gibbons,R.,Iamsirithaworn,S.,Yoon,I.-K.,Sangarsang,A.	Walter Reed Army Institute of Research, Viral Genetics and Emerging Diseases	denv2	DENV2/AI	97.0	10271.0	0.94889489881563		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[2004.0013661202186:2004.9986338797814]
01849/07	MW946355	MW946355.1	2007-XX-XX	Asia	Thailand			10175	Homo sapiens	2021-04-23	2021-04-23	Katzelnick et al.	Katzelnick,L.,Escoto,A.,Huang,A.,Garcia-Carreras,B.,Chowdhury,N.,Berry,I.,Chavez,C.,Rutvisuttinunt,W.,Buchy,P.,Duong,V.,Dussart,P.,Gromowski,G.,Macareo,L.,Smith,D.,Jarman,R.,Whitehead,S.,Salje,H.,Cummings,D.,Lessler,J.,Melendrez,M.,Endy,T.,Kalanarooj,S.,A-Nuegoonpipat,A.,Chanama,S.,Sangkijporn,S.,Klungthong,C.,Thaisomboonsuk,B.,Nisalak,A.,Gibbons,R.,Iamsirithaworn,S.,Yoon,I.-K.,Sangarsang,A.	Walter Reed Army Institute of Research, Viral Genetics and Emerging Diseases	denv2	DENV2/AI	97.0	10271.0	0.94889489881563		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[2007.0013698630137:2007.9986301369863]
00637/94	MW946356	MW946356.1	1994-XX-XX	Asia	Thailand			10175	Homo sapiens	2021-04-23	2021-04-23	Katzelnick et al.	Katzelnick,L.,Escoto,A.,Huang,A.,Garcia-Carreras,B.,Chowdhury,N.,Berry,I.,Chavez,C.,Rutvisuttinunt,W.,Buchy,P.,Duong,V.,Dussart,P.,Gromowski,G.,Macareo,L.,Smith,D.,Jarman,R.,Whitehead,S.,Salje,H.,Cummings,D.,Lessler,J.,Melendrez,M.,Endy,T.,Kalanarooj,S.,A-Nuegoonpipat,A.,Chanama,S.,Sangkijporn,S.,Klungthong,C.,Thaisomboonsuk,B.,Nisalak,A.,Gibbons,R.,Iamsirithaworn,S.,Yoon,I.-K.,Sangarsang,A.	Walter Reed Army Institute of Research, Viral Genetics and Emerging Diseases	denv2	DENV2/AI	97.0	10271.0	0.94889489881563		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[1994.0013698630137:1994.9986301369863]
00809/97	MW946357	MW946357.1	1997-XX-XX	Asia	Thailand			10175	Homo sapiens	2021-04-23	2021-04-23	Katzelnick et al.	Katzelnick,L.,Escoto,A.,Huang,A.,Garcia-Carreras,B.,Chowdhury,N.,Berry,I.,Chavez,C.,Rutvisuttinunt,W.,Buchy,P.,Duong,V.,Dussart,P.,Gromowski,G.,Macareo,L.,Smith,D.,Jarman,R.,Whitehead,S.,Salje,H.,Cummings,D.,Lessler,J.,Melendrez,M.,Endy,T.,Kalanarooj,S.,A-Nuegoonpipat,A.,Chanama,S.,Sangkijporn,S.,Klungthong,C.,Thaisomboonsuk,B.,Nisalak,A.,Gibbons,R.,Iamsirithaworn,S.,Yoon,I.-K.,Sangarsang,A.	Walter Reed Army Institute of Research, Viral Genetics and Emerging Diseases	denv2	DENV2/AI	97.0	10271.0	0.94889489881563		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[1997.0013698630137:1997.9986301369863]
02455/03	MW946358	MW946358.1	2003-XX-XX	Asia	Thailand			10175	Homo sapiens	2021-04-23	2021-04-23	Katzelnick et al.	Katzelnick,L.,Escoto,A.,Huang,A.,Garcia-Carreras,B.,Chowdhury,N.,Berry,I.,Chavez,C.,Rutvisuttinunt,W.,Buchy,P.,Duong,V.,Dussart,P.,Gromowski,G.,Macareo,L.,Smith,D.,Jarman,R.,Whitehead,S.,Salje,H.,Cummings,D.,Lessler,J.,Melendrez,M.,Endy,T.,Kalanarooj,S.,A-Nuegoonpipat,A.,Chanama,S.,Sangkijporn,S.,Klungthong,C.,Thaisomboonsuk,B.,Nisalak,A.,Gibbons,R.,Iamsirithaworn,S.,Yoon,I.-K.,Sangarsang,A.	Walter Reed Army Institute of Research, Viral Genetics and Emerging Diseases	denv2	DENV2/AI	97.0	10271.0	0.9488016413317168		1.0	1.0	1.0	1.0	0.997	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[2003.0013698630137:2003.9986301369863]
01181/96	MW946361	MW946361.1	1996-XX-XX	Asia	Thailand			10175	Homo sapiens	2021-04-23	2021-04-23	Katzelnick et al.	Katzelnick,L.,Escoto,A.,Huang,A.,Garcia-Carreras,B.,Chowdhury,N.,Berry,I.,Chavez,C.,Rutvisuttinunt,W.,Buchy,P.,Duong,V.,Dussart,P.,Gromowski,G.,Macareo,L.,Smith,D.,Jarman,R.,Whitehead,S.,Salje,H.,Cummings,D.,Lessler,J.,Melendrez,M.,Endy,T.,Kalanarooj,S.,A-Nuegoonpipat,A.,Chanama,S.,Sangkijporn,S.,Klungthong,C.,Thaisomboonsuk,B.,Nisalak,A.,Gibbons,R.,Iamsirithaworn,S.,Yoon,I.-K.,Sangarsang,A.	Walter Reed Army Institute of Research, Viral Genetics and Emerging Diseases	denv2	DENV2/AI	97.0	10271.0	0.94889489881563		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[1996.0013661202186:1996.9986338797814]
01281/95	MW946363	MW946363.1	1995-XX-XX	Asia	Thailand			10175	Homo sapiens	2021-04-23	2021-04-23	Katzelnick et al.	Katzelnick,L.,Escoto,A.,Huang,A.,Garcia-Carreras,B.,Chowdhury,N.,Berry,I.,Chavez,C.,Rutvisuttinunt,W.,Buchy,P.,Duong,V.,Dussart,P.,Gromowski,G.,Macareo,L.,Smith,D.,Jarman,R.,Whitehead,S.,Salje,H.,Cummings,D.,Lessler,J.,Melendrez,M.,Endy,T.,Kalanarooj,S.,A-Nuegoonpipat,A.,Chanama,S.,Sangkijporn,S.,Klungthong,C.,Thaisomboonsuk,B.,Nisalak,A.,Gibbons,R.,Iamsirithaworn,S.,Yoon,I.-K.,Sangarsang,A.	Walter Reed Army Institute of Research, Viral Genetics and Emerging Diseases	denv2	DENV2/AI	97.0	10271.0	0.94889489881563		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[1995.0013698630137:1995.9986301369863]
01315/96	MW946364	MW946364.1	1996-XX-XX	Asia	Thailand			10175	Homo sapiens	2021-04-23	2021-04-23	Katzelnick et al.	Katzelnick,L.,Escoto,A.,Huang,A.,Garcia-Carreras,B.,Chowdhury,N.,Berry,I.,Chavez,C.,Rutvisuttinunt,W.,Buchy,P.,Duong,V.,Dussart,P.,Gromowski,G.,Macareo,L.,Smith,D.,Jarman,R.,Whitehead,S.,Salje,H.,Cummings,D.,Lessler,J.,Melendrez,M.,Endy,T.,Kalanarooj,S.,A-Nuegoonpipat,A.,Chanama,S.,Sangkijporn,S.,Klungthong,C.,Thaisomboonsuk,B.,Nisalak,A.,Gibbons,R.,Iamsirithaworn,S.,Yoon,I.-K.,Sangarsang,A.	Walter Reed Army Institute of Research, Viral Genetics and Emerging Diseases	denv2	DENV2/AI	97.0	10271.0	0.9488016413317168		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[1996.0013661202186:1996.9986338797814]
00856/95	MW946365	MW946365.1	1995-XX-XX	Asia	Thailand			10175	Homo sapiens	2021-04-23	2021-04-23	Katzelnick et al.	Katzelnick,L.,Escoto,A.,Huang,A.,Garcia-Carreras,B.,Chowdhury,N.,Berry,I.,Chavez,C.,Rutvisuttinunt,W.,Buchy,P.,Duong,V.,Dussart,P.,Gromowski,G.,Macareo,L.,Smith,D.,Jarman,R.,Whitehead,S.,Salje,H.,Cummings,D.,Lessler,J.,Melendrez,M.,Endy,T.,Kalanarooj,S.,A-Nuegoonpipat,A.,Chanama,S.,Sangkijporn,S.,Klungthong,C.,Thaisomboonsuk,B.,Nisalak,A.,Gibbons,R.,Iamsirithaworn,S.,Yoon,I.-K.,Sangarsang,A.	Walter Reed Army Institute of Research, Viral Genetics and Emerging Diseases	denv2	DENV2/AI	97.0	10271.0	0.94889489881563		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[1995.0013698630137:1995.9986301369863]
02947/99	MW946368	MW946368.1	1999-XX-XX	Asia	Thailand			10175	Homo sapiens	2021-04-23	2021-04-23	Katzelnick et al.	Katzelnick,L.,Escoto,A.,Huang,A.,Garcia-Carreras,B.,Chowdhury,N.,Berry,I.,Chavez,C.,Rutvisuttinunt,W.,Buchy,P.,Duong,V.,Dussart,P.,Gromowski,G.,Macareo,L.,Smith,D.,Jarman,R.,Whitehead,S.,Salje,H.,Cummings,D.,Lessler,J.,Melendrez,M.,Endy,T.,Kalanarooj,S.,A-Nuegoonpipat,A.,Chanama,S.,Sangkijporn,S.,Klungthong,C.,Thaisomboonsuk,B.,Nisalak,A.,Gibbons,R.,Iamsirithaworn,S.,Yoon,I.-K.,Sangarsang,A.	Walter Reed Army Institute of Research, Viral Genetics and Emerging Diseases	denv2	DENV2/AI	97.0	10271.0	0.94889489881563		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[1999.0013698630137:1999.9986301369863]
00849/94	MW946369	MW946369.1	1994-XX-XX	Asia	Thailand			10175	Homo sapiens	2021-04-23	2021-04-23	Katzelnick et al.	Katzelnick,L.,Escoto,A.,Huang,A.,Garcia-Carreras,B.,Chowdhury,N.,Berry,I.,Chavez,C.,Rutvisuttinunt,W.,Buchy,P.,Duong,V.,Dussart,P.,Gromowski,G.,Macareo,L.,Smith,D.,Jarman,R.,Whitehead,S.,Salje,H.,Cummings,D.,Lessler,J.,Melendrez,M.,Endy,T.,Kalanarooj,S.,A-Nuegoonpipat,A.,Chanama,S.,Sangkijporn,S.,Klungthong,C.,Thaisomboonsuk,B.,Nisalak,A.,Gibbons,R.,Iamsirithaworn,S.,Yoon,I.-K.,Sangarsang,A.	Walter Reed Army Institute of Research, Viral Genetics and Emerging Diseases	denv2	DENV2/AI	97.0	10271.0	0.94889489881563		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[1994.0013698630137:1994.9986301369863]
00037/04	MW946371	MW946371.1	2004-XX-XX	Asia	Thailand			10175	Homo sapiens	2021-04-23	2021-04-23	Katzelnick et al.	Katzelnick,L.,Escoto,A.,Huang,A.,Garcia-Carreras,B.,Chowdhury,N.,Berry,I.,Chavez,C.,Rutvisuttinunt,W.,Buchy,P.,Duong,V.,Dussart,P.,Gromowski,G.,Macareo,L.,Smith,D.,Jarman,R.,Whitehead,S.,Salje,H.,Cummings,D.,Lessler,J.,Melendrez,M.,Endy,T.,Kalanarooj,S.,A-Nuegoonpipat,A.,Chanama,S.,Sangkijporn,S.,Klungthong,C.,Thaisomboonsuk,B.,Nisalak,A.,Gibbons,R.,Iamsirithaworn,S.,Yoon,I.-K.,Sangarsang,A.	Walter Reed Army Institute of Research, Viral Genetics and Emerging Diseases	denv2	DENV2/AI	97.0	10271.0	0.94889489881563		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[2004.0013661202186:2004.9986338797814]
00925/95	MW946372	MW946372.1	1995-XX-XX	Asia	Thailand			10175	Homo sapiens	2021-04-23	2021-04-23	Katzelnick et al.	Katzelnick,L.,Escoto,A.,Huang,A.,Garcia-Carreras,B.,Chowdhury,N.,Berry,I.,Chavez,C.,Rutvisuttinunt,W.,Buchy,P.,Duong,V.,Dussart,P.,Gromowski,G.,Macareo,L.,Smith,D.,Jarman,R.,Whitehead,S.,Salje,H.,Cummings,D.,Lessler,J.,Melendrez,M.,Endy,T.,Kalanarooj,S.,A-Nuegoonpipat,A.,Chanama,S.,Sangkijporn,S.,Klungthong,C.,Thaisomboonsuk,B.,Nisalak,A.,Gibbons,R.,Iamsirithaworn,S.,Yoon,I.-K.,Sangarsang,A.	Walter Reed Army Institute of Research, Viral Genetics and Emerging Diseases	denv2	DENV2/AI	97.0	10271.0	0.94889489881563		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[1995.0013698630137:1995.9986301369863]
